Name,Position,Team,URL
Lovro Majer,MF,Rennes,/en/players/fc46aab1/Lovro-Majer
Jean-Victor Makengo,MF,Udinese,/en/players/22bfb57e/Jean-Victor-Makengo
Béni Makouana,FW,Montpellier,/en/players/654f49ca/Beni-Makouana
Nemanja Maksimović,MF,Getafe,/en/players/00b28772/Nemanja-Maksimovic
Tyrell Malacia,DF,Manchester Utd,/en/players/6b6c793c/Tyrell-Malacia
Daniel Maldini,FW,Spezia,/en/players/801831fe/Daniel-Maldini
Youssef Maleh,MF,Fiorentina,/en/players/4c8845f7/Youssef-Maleh
Youssef Maleh,MF,Lecce,/en/players/4c8845f7/Youssef-Maleh
Donyell Malen,FW,Dortmund,/en/players/864163f3/Donyell-Malen
Ruslan Malinovskyi,MF,Atalanta,/en/players/48d5bd33/Ruslan-Malinovskyi
Ruslan Malinovskyi,MF,Marseille,/en/players/48d5bd33/Ruslan-Malinovskyi
Hugo Mallo,DF,Celta Vigo,/en/players/cb574619/Hugo-Mallo
Mickael Malsa,MF,Valladolid,/en/players/bbc19252/Mickael-Malsa
Giorgi Mamardashvili,GK,Valencia,/en/players/d4b73232/Giorgi-Mamardashvili
Hianga Mananga Mbock,MF,Brest,/en/players/0f86995c/Hianga-Mananga-Mbock
Gianluca Mancini,DF,Roma,/en/players/5aa53281/Gianluca-Mancini
Steve Mandanda,GK,Rennes,/en/players/1d2d5cc8/Steve-Mandanda
Reinildo Mandava,DF,Atlético Madrid,/en/players/c20bdcd7/Reinildo-Mandava
Aïssa Mandi,DF,Villarreal,/en/players/fbd6378b/Aissa-Mandi
Rolando Mandragora,MF,Fiorentina,/en/players/c7259b83/Rolando-Mandragora
Sadio Mané,FW,Bayern Munich,/en/players/c691bfe2/Sadio-Mane
Orel Mangala,MF,Nott'ham Forest,/en/players/a572e291/Orel-Mangala
Thomas Mangani,MF,Ajaccio,/en/players/c801616a/Thomas-Mangani
Vito Mannone,GK,Lorient,/en/players/c4173f1a/Vito-Mannone
Javier Manquillo,DF,Newcastle Utd,/en/players/758dd7f0/Javier-Manquillo
Myziane Maolida,FW,Hertha BSC,/en/players/706a60e1/Myziane-Maolida
Faitout Maouassa,DF,Montpellier,/en/players/e54a9890/Faitout-Maouassa
Sekou Mara,FW,Southampton,/en/players/3544641e/Sekou-Mara
Maranhão,FW,Valencia,/en/players/ae86d473/Maranhao
Marcão,DF,Sevilla,/en/players/133faa84/Marcao
Solly March,DF,Brighton,/en/players/bb5fbd2b/Solly-March
Agustín Marchesín,GK,Celta Vigo,/en/players/853b7c48/Agustin-Marchesin
Vincent Marchetti,MF,Ajaccio,/en/players/740f00ac/Vincent-Marchetti
Riccardo Marchizza,DF,Sassuolo,/en/players/91d0fabf/Riccardo-Marchizza
Gian Marco Ferrari,DF,Sassuolo,/en/players/8650af85/Gian-Marco-Ferrari
Emiliano Marcondes,MF,Bournemouth,/en/players/4d960fc3/Emiliano-Marcondes
Óscar de Marcos,DF,Athletic Club,/en/players/9f323c71/Oscar-de-Marcos
José Mari,MF,Cádiz,/en/players/6f4c734d/Jose-Mari
Pablo Marí,DF,Monza,/en/players/aa54ec6f/Pablo-Mari
José María Giménez,DF,Atlético Madrid,/en/players/f0da930c/Jose-Maria-Gimenez
Mariano,FW,Real Madrid,/en/players/5c4dc0ff/Mariano
Pablo Marín,MF,Real Sociedad,/en/players/a83c19cf/Pablo-Marin
Răzvan Marin,MF,Empoli,/en/players/7fac99d4/Razvan-Marin
Guillermo Maripán,DF,Monaco,/en/players/d9764034/Guillermo-Maripan
Marlon,DF,Monza,/en/players/cdf65d12/Marlon
Omar Marmoush,FW,Wolfsburg,/en/players/0e0102eb/Omar-Marmoush
Marquinhos,MF,Arsenal,/en/players/59878425/Marquinhos
Marquinhos,DF,Paris S-G,/en/players/d5f2f82b/Marquinhos
Luca Marrone,DF,Monza,/en/players/ea468ea8/Luca-Marrone
Eric Martel,MF,Köln,/en/players/92a16062/Eric-Martel
Roger Martí,FW,Elche,/en/players/0ae4e09a/Roger-Marti
Anthony Martial,FW,Manchester Utd,/en/players/8b788c01/Anthony-Martial
Aarón Martín,DF,Mainz 05,/en/players/2f3e911a/Aaron-Martin
Ander Martin,MF,Real Sociedad,/en/players/e1e75690/Ander-Martin
Andrés Martín,MF,Rayo Vallecano,/en/players/2ae30661/Andres-Martin
Iván Martín,MF,Girona,/en/players/ae48c5cb/Ivan-Martin
Jonas Martin,MF,Lille,/en/players/468fdbad/Jonas-Martin
Martinelli,FW,Arsenal,/en/players/48a5a5d6/Martinelli
Arnau Martinez,DF,Girona,/en/players/c3e66ffe/Arnau-Martinez
Emiliano Martínez,GK,Aston Villa,/en/players/7956236f/Emiliano-Martinez
Iñigo Martínez,DF,Athletic Club,/en/players/3fc45c73/Inigo-Martinez
Lautaro Martínez,FW,Inter,/en/players/f7036e1c/Lautaro-Martinez
Lisandro Martínez,DF,Manchester Utd,/en/players/bac46a10/Lisandro-Martinez
Lucas Martínez Quarta,DF,Fiorentina,/en/players/3ec3c1c9/Lucas-Martinez-Quarta
Roger Martínez,DF,Espanyol,/en/players/937c6ae6/Roger-Martinez
Gelson Martins,MF,Monaco,/en/players/3ef0fa48/Gelson-Martins
Adam Marušić,DF,Lazio,/en/players/d4535821/Adam-Marusic
Omar Mascarell,MF,Elche,/en/players/11fd2b75/Omar-Mascarell
Adam Masina,DF,Udinese,/en/players/de0f152c/Adam-Masina
Jordi Masip,GK,Valladolid,/en/players/8fae77ea/Jordi-Masip
Erhan Mašović,DF,Bochum,/en/players/a396fb61/Erhan-Masovic
Yanis Massolin,MF,Clermont Foot,/en/players/6ea05ca7/Yanis-Massolin
Jaime Mata,FW,Getafe,/en/players/02319ad7/Jaime-Mata
Pape Matar Sarr,MF,Tottenham,/en/players/feb5d972/Pape-Matar-Sarr
Eliot Matazo,MF,Monaco,/en/players/15944afd/Eliot-Matazo
Jean-Philippe Mateta,FW,Crystal Palace,/en/players/50e6dc35/Jean-Philippe-Mateta
Nemanja Matić,MF,Roma,/en/players/eb7822d7/Nemanja-Matic
Joël Matip,DF,Liverpool,/en/players/b217ef29/Joel-Matip
Henning Matriciani,DF,Schalke 04,/en/players/ab3f1bdf/Henning-Matriciani
Chrislain Matsima,DF,Lorient,/en/players/cf1ef7ec/Chrislain-Matsima
Azor Matusiwa,MF,Reims,/en/players/a17a94d6/Azor-Matusiwa
Neal Maupay,FW,Everton,/en/players/4bcf39f6/Neal-Maupay
Stephy Mavididi,FW,Montpellier,/en/players/30144daa/Stephy-Mavididi
Konstantinos Mavropanos,DF,Stuttgart,/en/players/00963611/Konstantinos-Mavropanos
Christian Mawissa,DF,Toulouse,/en/players/2c70d915/Christian-Mawissa
Eric Maxim Choupo-Moting,FW,Bayern Munich,/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting
Luís Maximiano,GK,Lazio,/en/players/3318286e/Luis-Maximiano
Fernand Mayembo,DF,Ajaccio,/en/players/b20cc590/Fernand-Mayembo
Borja Mayoral,FW,Getafe,/en/players/64e8ed6d/Borja-Mayoral
Noussair Mazraoui,DF,Bayern Munich,/en/players/b74277a0/Noussair-Mazraoui
Pasquale Mazzocchi,DF,Salernitana,/en/players/eb0ec070/Pasquale-Mazzocchi
Kevin Mbabu,DF,Fulham,/en/players/493924a7/Kevin-Mbabu
Kylian Mbappé,FW,Paris S-G,/en/players/42fd9c7f/Kylian-Mbappe
Mamadou Mbaye,DF,Cádiz,/en/players/8aae94b9/Mamadou-Mbaye
Chancel Mbemba,DF,Marseille,/en/players/e76cb9cc/Chancel-Mbemba
Bryan Mbeumo,FW,Brentford,/en/players/6afaebf2/Bryan-Mbeumo
Nathanael Mbuku,FW,Reims,/en/players/46750e9c/Nathanael-Mbuku
John McGinn,MF,Aston Villa,/en/players/90f91999/John-McGinn
Scott McKenna,DF,Nott'ham Forest,/en/players/4e5a4cbc/Scott-McKenna
Weston McKennie,MF,Juventus,/en/players/01c3aff5/Weston-McKennie
Dwight McNeil,FW,Everton,/en/players/fc15fb84/Dwight-McNeil
Scott McTominay,MF,Manchester Utd,/en/players/d93c2511/Scott-McTominay
Gary Medel,MF,Bologna,/en/players/563a68ad/Gary-Medel
Facundo Medina,DF,Lens,/en/players/6f5ec8bb/Facundo-Medina
Ben Mee,DF,Brentford,/en/players/8df7a2fb/Ben-Mee
Bamo Meïté,DF,Lorient,/en/players/04ac78d2/Bamo-Meite
Soualiho Meïté,MF,Cremonese,/en/players/5cec2c74/Soualiho-Meite
Farid El Melali,FW,Angers,/en/players/d21e361a/Farid-El-Melali
Gonzalo Melero,MF,Almería,/en/players/3902e91b/Gonzalo-Melero
Birger Meling,DF,Rennes,/en/players/70c52749/Birger-Meling
Memphis,FW,Barcelona,/en/players/8f696594/Memphis
Houboulang Mendes,DF,Almería,/en/players/1545cf15/Houboulang-Mendes
Nuno Mendes,DF,Paris S-G,/en/players/f20e4cc9/Nuno-Mendes
Thiago Mendes,DF,Lyon,/en/players/c6e5d20f/Thiago-Mendes
Brais Méndez,MF,Real Sociedad,/en/players/c9e39d91/Brais-Mendez
Diego Méndez,MF,Rayo Vallecano,/en/players/b151a3f2/Diego-Mendez
Antoine Mendy,DF,Nice,/en/players/3322e296/Antoine-Mendy
Arial Mendy,DF,Clermont Foot,/en/players/9f0f4b49/Arial-Mendy
Batista Mendy,MF,Angers,/en/players/e472a6f6/Batista-Mendy
Edouard Mendy,GK,Chelsea,/en/players/33887998/Edouard-Mendy
Ferland Mendy,DF,Real Madrid,/en/players/3cefcaef/Ferland-Mendy
Nampalys Mendy,MF,Leicester City,/en/players/1598599e/Nampalys-Mendy
Gideon Mensah,DF,Auxerre,/en/players/9bdd8118/Gideon-Mensah
Chris Mepham,DF,Bournemouth,/en/players/fed96827/Chris-Mepham
Alex Meret,GK,Napoli,/en/players/9413b19f/Alex-Meret
Mikel Merino,MF,Real Sociedad,/en/players/d080ed5e/Mikel-Merino
Quentin Merlin,DF,Nantes,/en/players/0bfca6a1/Quentin-Merlin
Yıldırım Mert Çetin,DF,Lecce,/en/players/c730da00/Yildirim-Mert-Cetin
Roque Mesa,MF,Valladolid,/en/players/7c4243d4/Roque-Mesa
Illan Meslier,GK,Leeds United,/en/players/6b625ac2/Illan-Meslier
Lionel Messi,MF,Paris S-G,/en/players/d70ce98e/Lionel-Messi
Junior Messias,FW,Milan,/en/players/f49c4ae9/Junior-Messias
Thomas Meunier,DF,Dortmund,/en/players/e162b013/Thomas-Meunier
Alexander Meyer,GK,Dortmund,/en/players/b56dd813/Alexander-Meyer
Sven Michel,FW,Union Berlin,/en/players/1e274a0a/Sven-Michel
Alexander Mighten,FW,Nott'ham Forest,/en/players/10ec4169/Alexander-Mighten
Tommaso Milanese,MF,Cremonese,/en/players/b2561711/Tommaso-Milanese
Nikola Milenković,DF,Fiorentina,/en/players/bee704fc/Nikola-Milenkovic
Arkadiusz Milik,FW,Juventus,/en/players/85613cf0/Arkadiusz-Milik
Arkadiusz Milik,FW,Marseille,/en/players/85613cf0/Arkadiusz-Milik
Sergej Milinković-Savić,MF,Lazio,/en/players/4e6dbac4/Sergej-Milinkovic-Savic
Vanja Milinković-Savić,GK,Torino,/en/players/9fa26bc2/Vanja-Milinkovic-Savic
Éder Militão,DF,Real Madrid,/en/players/2784f898/Eder-Militao
Luka Milivojević,MF,Crystal Palace,/en/players/2ce2508a/Luka-Milivojevic
Luis Milla,MF,Getafe,/en/players/19c36442/Luis-Milla
Pere Milla,FW,Elche,/en/players/335039a2/Pere-Milla
Enzo Millot,MF,Stuttgart,/en/players/f76022e7/Enzo-Millot
James Milner,DF,Liverpool,/en/players/2f90f6b8/James-Milner
Marko Milovanović,FW,Almería,/en/players/1fda2b14/Marko-Milovanovic
Kim Min-jae,DF,Napoli,/en/players/e0f8151c/Kim-Min-jae
Yerry Mina,DF,Everton,/en/players/6d5701f2/Yerry-Mina
Takumi Minamino,MF,Monaco,/en/players/f833a830/Takumi-Minamino
Tyrone Mings,DF,Aston Villa,/en/players/8397a50c/Tyrone-Mings
Óscar Mingueza,DF,Celta Vigo,/en/players/056269d7/Oscar-Mingueza
Rafa Mir,FW,Sevilla,/en/players/bbf5c11b/Rafa-Mir
Aleksei Miranchuk,MF,Torino,/en/players/a9aa0d1d/Aleksei-Miranchuk
Juan Miranda,DF,Betis,/en/players/ead61f73/Juan-Miranda
Fabio Miretti,MF,Juventus,/en/players/34693494/Fabio-Miretti
Tyrick Mitchell,DF,Crystal Palace,/en/players/5cbd1eb0/Tyrick-Mitchell
Kaoru Mitoma,FW,Brighton,/en/players/74618572/Kaoru-Mitoma
Aleksandar Mitrović,FW,Fulham,/en/players/3925dbd6/Aleksandar-Mitrovic
Stefan Mitrović,DF,Getafe,/en/players/e6777e6b/Stefan-Mitrovic
Maximilian Mittelstädt,DF,Hertha BSC,/en/players/88d4144a/Maximilian-Mittelstadt
Henrikh Mkhitaryan,MF,Inter,/en/players/dd0daf32/Henrikh-Mkhitaryan
Anthony Modeste,FW,Dortmund,/en/players/34e4343c/Anthony-Modeste
Luka Modrić,MF,Real Madrid,/en/players/6025fab1/Luka-Modric
Terem Moffi,FW,Lorient,/en/players/065dc209/Terem-Moffi
Mostafa Mohamed,FW,Nantes,/en/players/595e6f3e/Mostafa-Mohamed
Tobias Mohr,DF,Schalke 04,/en/players/9ec9c8b6/Tobias-Mohr
Johan Mojica,DF,Villarreal,/en/players/608f2092/Johan-Mojica
Johan Mojica,DF,Elche,/en/players/608f2092/Johan-Mojica
Clinton Mola,DF,Stuttgart,/en/players/29ddfb9c/Clinton-Mola
Nahuel Molina,DF,Atlético Madrid,/en/players/23610943/Nahuel-Molina
Salvatore Molina,DF,Monza,/en/players/54ab971f/Salvatore-Molina
Florent Mollet,MF,Schalke 04,/en/players/7e82a78f/Florent-Mollet
Jon Moncayola,MF,Osasuna,/en/players/9939e168/Jon-Moncayola
Monchu,MF,Valladolid,/en/players/8ac501f5/Monchu
César Montes,DF,Espanyol,/en/players/28e957d7/Cesar-Montes
Daniele Montevago,FW,Sampdoria,/en/players/ca73910d/Daniele-Montevago
Gonzalo Montiel,DF,Sevilla,/en/players/374d5158/Gonzalo-Montiel
Lorenzo Montipò,GK,Hellas Verona,/en/players/c1d95617/Lorenzo-Montipo
Martín Montoya,DF,Betis,/en/players/5cec2487/Martin-Montoya
Kieffer Moore,FW,Bournemouth,/en/players/01ce9e70/Kieffer-Moore
Andrew Moran,FW,Brighton,/en/players/c4720845/Andrew-Moran
Álvaro Morata,FW,Atlético Madrid,/en/players/129af0db/Alvaro-Morata
Jon Morcillo,FW,Athletic Club,/en/players/b7d7f3bf/Jon-Morcillo
Alberto Moreno,DF,Villarreal,/en/players/11b9265b/Alberto-Moreno
Álex Moreno,DF,Aston Villa,/en/players/16e9d0ea/Alex-Moreno
Álex Moreno,DF,Betis,/en/players/16e9d0ea/Alex-Moreno
Diego Moreno,DF,Osasuna,/en/players/a21417e2/Diego-Moreno
Gerard Moreno,FW,Villarreal,/en/players/81f0781e/Gerard-Moreno
Marlos Moreno,DF,Troyes,/en/players/8499c713/Marlos-Moreno
Tete Morente,MF,Elche,/en/players/004d185e/Tete-Morente
Ilaix Moriba,MF,Valencia,/en/players/f4c69aa6/Ilaix-Moriba
Manu Morlanes,MF,Villarreal,/en/players/a0255c67/Manu-Morlanes
Nikola Moro,MF,Bologna,/en/players/ff579c7e/Nikola-Moro
Loren Morón,FW,Betis,/en/players/3aa4a3be/Loren-Moron
Cristhian Mosquera,DF,Valencia,/en/players/dc1ce4f5/Cristhian-Mosquera
Dany Mota,FW,Monza,/en/players/efc9e31f/Dany-Mota
Lebo Mothiba,FW,Strasbourg,/en/players/3eaf8817/Lebo-Mothiba
Youssoufa Moukoko,FW,Dortmund,/en/players/6ce43701/Youssoufa-Moukoko
Steve Mounié,FW,Brest,/en/players/19ba6c6d/Steve-Mounie
Mason Mount,MF,Chelsea,/en/players/9674002f/Mason-Mount
Lucas Moura,MF,Tottenham,/en/players/2b622f01/Lucas-Moura
Bevic Moussiti-Oko,FW,Ajaccio,/en/players/71d10572/Bevic-Moussiti-Oko
João Moutinho,MF,Wolves,/en/players/f5a00fa4/Joao-Moutinho
João Moutinho,DF,Spezia,/en/players/a0aee24e/Joao-Moutinho
Samuel Moutoussamy,MF,Nantes,/en/players/af0c835b/Samuel-Moutoussamy
Divin Mubama,FW,West Ham,/en/players/92868cb5/Divin-Mubama
Nordi Mukiele,DF,Paris S-G,/en/players/ac73ec79/Nordi-Mukiele
Mert Müldür,DF,Sassuolo,/en/players/1295552e/Mert-Muldur
Florian Müller,GK,Stuttgart,/en/players/cbac6ec9/Florian-Muller
Thomas Müller,FW,Bayern Munich,/en/players/3c6089ab/Thomas-Muller
Abdul Mumin,DF,Rayo Vallecano,/en/players/5487adcd/Abdul-Mumin
Marshall Munetsi,MF,Reims,/en/players/2acf0cd7/Marshall-Munetsi
Iker Muniain,MF,Athletic Club,/en/players/c05dfb74/Iker-Muniain
Aihen Muñoz,DF,Real Sociedad,/en/players/228b0d9d/Aihen-Munoz
Pablo Muñoz,MF,Rayo Vallecano,/en/players/44e8521b/Pablo-Munoz
Luis Muriel,FW,Atalanta,/en/players/eb2fe5b6/Luis-Muriel
Jeison Murillo,DF,Sampdoria,/en/players/b233e8e4/Jeison-Murillo
Vedat Muriqi,FW,Mallorca,/en/players/0cadc46d/Vedat-Muriqi
Jacob Murphy,FW,Newcastle Utd,/en/players/de112b84/Jacob-Murphy
Nicola Murru,DF,Sampdoria,/en/players/d183e9d6/Nicola-Murru
Yunus Musah,MF,Valencia,/en/players/b51b1b9c/Yunus-Musah
Jamal Musiala,MF,Bayern Munich,/en/players/2c0558b8/Jamal-Musiala
Juan Musso,GK,Atalanta,/en/players/a111cf41/Juan-Musso
Suliman Mustapha,FW,Mainz 05,/en/players/9ff8ec4a/Suliman-Mustapha
Yvon Mvogo,GK,Lorient,/en/players/dc29b608/Yvon-Mvogo
Enock Mwepu,FW,Brighton,/en/players/1d5cab82/Enock-Mwepu
Vitaliy Mykolenko,DF,Everton,/en/players/30d4a2e5/Vitaliy-Mykolenko
Joakim Mæhle,DF,Atalanta,/en/players/c459a650/Joakim-Maehle
Obite N'Dicka,DF,Eint Frankfurt,/en/players/441197b8/Obite-NDicka
Nathan N'Goumou,FW,Toulouse,/en/players/e110ea4b/Nathan-NGoumou
Nathan N'Goumou,FW,M'Gladbach,/en/players/e110ea4b/Nathan-NGoumou
Stanley N'Soki,DF,Hoffenheim,/en/players/61590953/Stanley-NSoki
Nacho,DF,Real Madrid,/en/players/2946f9a1/Nacho
Nikolas Nartey,MF,Stuttgart,/en/players/30261ba1/Nikolas-Nartey
Juanjo Narváez,MF,Valladolid,/en/players/485e4939/Juanjo-Narvaez
Matija Nastasić,DF,Mallorca,/en/players/f35430a4/Matija-Nastasic
Roberto Navarro,MF,Real Sociedad,/en/players/c997b942/Roberto-Navarro
Jesús Navas,DF,Sevilla,/en/players/3f10bd22/Jesus-Navas
Michel Ndary Adopo,DF,Torino,/en/players/599d91d0/Michel-Ndary-Adopo
Papa Ndiaga Yade,DF,Troyes,/en/players/87e9c7cd/Papa-Ndiaga-Yade
Wilfred Ndidi,MF,Leicester City,/en/players/6b47c5db/Wilfred-Ndidi
Tanguy Ndombele,MF,Napoli,/en/players/5cdddffa/Tanguy-Ndombele
Álvaro Negredo,FW,Cádiz,/en/players/63b0ca6b/Alvaro-Negredo
Reiss Nelson,FW,Arsenal,/en/players/c5bdb6e3/Reiss-Nelson
Ilija Nestorovski,FW,Udinese,/en/players/b1236c63/Ilija-Nestorovski
Neto,GK,Bournemouth,/en/players/a9dc785c/Neto
Pedro Neto,FW,Wolves,/en/players/7ba2eaa9/Pedro-Neto
Luca Netz,DF,M'Gladbach,/en/players/e79269bd/Luca-Netz
Manuel Neuer,GK,Bayern Munich,/en/players/8778c910/Manuel-Neuer
Florian Neuhaus,MF,M'Gladbach,/en/players/36a59ba4/Florian-Neuhaus
Rúben Neves,MF,Wolves,/en/players/44bfb6c5/Ruben-Neves
Neymar,MF,Paris S-G,/en/players/69384e5d/Neymar
Moussa Niakhate,DF,Nott'ham Forest,/en/players/00242715/Moussa-Niakhate
M'Baye Niang,FW,Auxerre,/en/players/2054d037/MBaye-Niang
Tanguy Nianzou,DF,Sevilla,/en/players/5853ac44/Tanguy-Nianzou
Rasmus Nicolaisen,DF,Toulouse,/en/players/3f319bb9/Rasmus-Nicolaisen
Hans Nicolussi Caviglia,MF,Salernitana,/en/players/b136c945/Hans-Nicolussi-Caviglia
Florian Niederlechner,FW,Augsburg,/en/players/d6862409/Florian-Niederlechner
Saúl Ñíguez,MF,Atlético Madrid,/en/players/c14bc029/Saul-Niguez
Dimitris Nikolaou,DF,Spezia,/en/players/cf961d8d/Dimitris-Nikolaou
Rasmus Nissen,DF,Leeds United,/en/players/39769cff/Rasmus-Nissen
Justin Njinmah,FW,Dortmund,/en/players/a45241d5/Justin-Njinmah
Eddie Nketiah,FW,Arsenal,/en/players/a53649b7/Eddie-Nketiah
Christopher Nkunku,FW,RB Leipzig,/en/players/7c56da38/Christopher-Nkunku
Lukas Nmecha,FW,Wolfsburg,/en/players/0cc5f4a5/Lukas-Nmecha
Diego Noguerol,FW,Valencia,/en/players/c487901c/Diego-Noguerol
Arnaud Nordin,FW,Montpellier,/en/players/7b9a9e25/Arnaud-Nordin
Riad Nouri,MF,Ajaccio,/en/players/374fbf7d/Riad-Nouri
Hugo Novoa,DF,RB Leipzig,/en/players/5458f670/Hugo-Novoa
Randy Ntekja,FW,Rayo Vallecano,/en/players/a6103274/Randy-Ntekja
Alexander Nübel,GK,Monaco,/en/players/afb0c500/Alexander-Nubel
Matheus Nunes,MF,Wolves,/en/players/e6af02e0/Matheus-Nunes
Darwin Núñez,FW,Liverpool,/en/players/4d77b365/Darwin-Nunez
Unai Núñez,DF,Celta Vigo,/en/players/be170419/Unai-Nunez
Bram Nuytinck,DF,Udinese,/en/players/e33f36d5/Bram-Nuytinck
Bram Nuytinck,DF,Sampdoria,/en/players/e33f36d5/Bram-Nuytinck
Ethan Nwaneri,FW,Arsenal,/en/players/7f94982c/Ethan-Nwaneri
Gerzino Nyamsi,DF,Strasbourg,/en/players/6043997c/Gerzino-Nyamsi
Ørjan Nyland,GK,RB Leipzig,/en/players/bdedffac/Orjan-Nyland
M'Bala Nzola,FW,Spezia,/en/players/a4948e67/MBala-Nzola
Christian Nørgaard,MF,Brentford,/en/players/df0a4c90/Christian-Norgaard
Lewis O'Brien,MF,Nott'ham Forest,/en/players/089667a5/Lewis-OBrien
Pedro Obiang,MF,Sassuolo,/en/players/ba1e04b3/Pedro-Obiang
Jan Oblak,GK,Atlético Madrid,/en/players/ee8508c0/Jan-Oblak
Brian Ocampo,MF,Cádiz,/en/players/2e3995cd/Brian-Ocampo
Lucas Ocampos,FW,Sevilla,/en/players/a08b974a/Lucas-Ocampos
Guillermo Ochoa,GK,Salernitana,/en/players/1e9bde92/Guillermo-Ochoa
Wilson Odobert,MF,Troyes,/en/players/35516eac/Wilson-Odobert
Tim Oermann,DF,Bochum,/en/players/57ec75bf/Tim-Oermann
Angelo Ogbonna,DF,West Ham,/en/players/74b2cd7e/Angelo-Ogbonna
Florent Ogier,DF,Clermont Foot,/en/players/6993927b/Florent-Ogier
David Okereke,FW,Cremonese,/en/players/d125f22f/David-Okereke
Caleb Okoli,DF,Atalanta,/en/players/8ec109e6/Caleb-Okoli
Lucas Olaza,DF,Valladolid,/en/players/4cee5954/Lucas-Olaza
Finn Ole Becker,FW,Hoffenheim,/en/players/dd2e62da/Finn-Ole-Becker
Mathias Olesen,MF,Köln,/en/players/86adbcc7/Mathias-Olesen
Michael Olise,MF,Crystal Palace,/en/players/c4486bac/Michael-Olise
Brian Oliván,DF,Espanyol,/en/players/a3e4bf46/Brian-Olivan
Lucas Oliveira Rosa,DF,Valladolid,/en/players/5132b92c/Lucas-Oliveira-Rosa
Mathías Olivera,DF,Napoli,/en/players/41c12f75/Mathias-Olivera
Dani Olmo,MF,RB Leipzig,/en/players/ae44e8e2/Dani-Olmo
Robin Olsen,GK,Aston Villa,/en/players/e7ee38c3/Robin-Olsen
Warmed Omari,DF,Rennes,/en/players/4534a352/Warmed-Omari
Jonas Omlin,GK,Montpellier,/en/players/c631f952/Jonas-Omlin
Ado Onaiwu,FW,Toulouse,/en/players/ff4df82e/Ado-Onaiwu
Amadou Onana,MF,Everton,/en/players/828657ff/Amadou-Onana
André Onana,GK,Inter,/en/players/e9c0c1b2/Andre-Onana
Jean Onana,MF,Lens,/en/players/b5bb8188/Jean-Onana
Karim Onisiwo,FW,Mainz 05,/en/players/f26834c7/Karim-Onisiwo
Josh Onomah,MF,Fulham,/en/players/6612cd8c/Josh-Onomah
Frank Onyeka,MF,Brentford,/en/players/2944f86f/Frank-Onyeka
Loïs Openda,FW,Lens,/en/players/8652a85c/Lois-Openda
Willi Orban,DF,RB Leipzig,/en/players/20030c06/Willi-Orban
Ivan Ordets,DF,Bochum,/en/players/86c75897/Ivan-Ordets
Divock Origi,FW,Milan,/en/players/43a166b4/Divock-Origi
Aimar Oroz,MF,Osasuna,/en/players/7c363088/Aimar-Oroz
Riccardo Orsolini,FW,Bologna,/en/players/e14ec482/Riccardo-Orsolini
Pedro Ortiz,MF,Sevilla,/en/players/f9358b61/Pedro-Ortiz
Jordi Osei-Tutu,FW,Bochum,/en/players/0a16eb36/Jordi-Osei-Tutu
Victor Osimhen,FW,Napoli,/en/players/8c90fd7a/Victor-Osimhen
Patrick Osterhage,MF,Bochum,/en/players/9662c9ec/Patrick-Osterhage
Paulo Otávio,DF,Wolfsburg,/en/players/1cbe4984/Paulo-Otavio
Dango Ouattara,FW,Lorient,/en/players/2f9e4435/Dango-Ouattara
Remi Oudin,FW,Lecce,/en/players/ea02beaf/Remi-Oudin
Azzedine Ounahi,MF,Angers,/en/players/83299cc0/Azzedine-Ounahi
Adam Ounas,FW,Napoli,/en/players/ed90babd/Adam-Ounas
Adam Ounas,FW,Lille,/en/players/ed90babd/Adam-Ounas
Thomas Ouwejan,DF,Schalke 04,/en/players/36d9dabe/Thomas-Ouwejan
Reece Oxford,DF,Augsburg,/en/players/8b6e0db2/Reece-Oxford
Alex Oxlade-Chamberlain,FW,Liverpool,/en/players/38c7feef/Alex-Oxlade-Chamberlain
Mikel Oyarzabal,FW,Real Sociedad,/en/players/8c3c640c/Mikel-Oyarzabal
Salih Özcan,MF,Dortmund,/en/players/15413fa5/Salih-Ozcan
Cenk Özkacar,DF,Valencia,/en/players/9a93efc9/Cenk-Ozkacar
Levin Öztunalı,MF,Union Berlin,/en/players/66385c46/Levin-Oztunali
Fernando Pacheco,GK,Almería,/en/players/97852360/Fernando-Pacheco
Jon Pacheco,DF,Real Sociedad,/en/players/44150beb/Jon-Pacheco
Gonçalo Paciência,FW,Celta Vigo,/en/players/962e54cb/Goncalo-Paciencia
Exequiel Palacios,MF,Leverkusen,/en/players/e82adcab/Exequiel-Palacios
Helibelton Palacios,DF,Elche,/en/players/ac8b2421/Helibelton-Palacios
Ante Palaversa,MF,Troyes,/en/players/cd9b37a3/Ante-Palaversa
Isaac Palazón Camacho,FW,Rayo Vallecano,/en/players/49dbab27/Isaac-Palazon-Camacho
João Palhinha,MF,Fulham,/en/players/a78ff07f/Joao-Palhinha
Nicolas Pallois,DF,Nantes,/en/players/779847d6/Nicolas-Pallois
Cole Palmer,FW,Manchester City,/en/players/dc7f8a28/Cole-Palmer
Erik Palmer-Brown,DF,Troyes,/en/players/e5c1e0ca/Erik-Palmer-Brown
Emerson Palmieri,DF,West Ham,/en/players/e0bc6fdc/Emerson-Palmieri
Miloš Pantović,MF,Union Berlin,/en/players/5dc15574/Milos-Pantovic
